NOMBRE1,NOMBRE1_0,NOMBRE2_0,NOMBRE1_3
FIDENCIO,469,196,665
ESAU,179,485,664
EDDY,625,39,664
ISIS,645,19,664
COSME,435,225,660
NEFTALI,364,294,658
RUTILIO,298,359,657
WILMAN,465,192,657
DANY,619,37,656
MERARY,202,453,655
RICARDA,456,198,654
EDILIA,268,385,653
BARTOLA,417,233,650
ALBINA,289,360,649
CATARINO,505,143,648
PIO,258,389,647
NILDA,596,49,645
SILVERIA,422,221,643
LUCIANA,447,195,642
IDANIA,306,335,641
NERIS,468,173,641
GIL,361,279,640
DOROTEO,478,162,640
PASCUALA,385,254,639
PATROCINIA,450,189,639
PRUDENCIO,504,134,638
CONRADO,321,314,635
VISITACION,352,281,633
EUNICE,179,452,631
LEONCIO,514,116,630
LESVIA,610,20,630
ELISABET,78,549,627
ASUCENA,79,548,627
ISELA,183,443,626
OBDULIA,291,335,626
YONI,554,71,625
GENARA,372,250,622
ADALI,108,513,621
BASILIA,443,178,621
CIRILA,448,172,620
JONATHAN,247,370,617
CELIO,553,64,617
FAUSTA,533,83,616
BENIGNA,382,231,613
EULOGIO,446,167,613
TEREZA,335,276,611
CRESENCIO,467,144,611
LEILA,574,37,611
BACILIA,434,174,608
LEANDRO,488,120,608
AGUSTO,101,506,607
ISAI,178,429,607
BACILIO,439,168,607
EDUIN,583,24,607
NELIS,425,177,602
BARTOLOME,461,141,602
DELMIRA,336,265,601
NOLBERTO,281,318,599
JOVITA,359,240,599
MAGIN,242,356,598
JANNETH,54,543,597
LINDOLFO,278,315,593
KAROLINA,22,570,592
ONELIA,226,363,589
PATROCINIO,417,172,589
DIONISIA,421,167,588
NOHELIA,191,396,587
CAROL,512,74,586
ELEUTERIA,295,290,585
MACARIA,442,143,585
MIGDALIA,236,348,584
ABIGAIL,145,438,583
AVILIO,203,380,583
JACOBA,349,232,581
WILBERTO,410,169,579
AIDE,175,403,578
QUINTIN,369,209,578
VICTORINO,451,122,573
MAREL,201,371,572
FREDI,506,64,570
ERIC,528,41,569
ERIK,545,24,569
CUPERTINO,222,346,568
LEOCADIO,423,144,567
GEOVANI,70,494,564
JABIER,128,435,563
ANARDA,366,195,561
REGINO,372,189,561
CAYETANO,396,163,559
JESSENIA,160,398,558
APOLINARIO,426,128,554
BILMA,487,64,551
CORNELIA,338,212,550
BESY,461,89,550
YECENIA,153,396,549
CLEMENCIA,369,180,549
BRIGIDO,434,113,547
ODALIS,230,313,543
NELDA,477,66,543
LESTER,506,37,543
TESLA,509,33,542
ALIRIO,128,411,539
REMBERTO,216,320,536
ELIZETH,44,490,534
JUVENTINO,387,146,533
WALTHER,482,50,532
NOELIA,217,313,530
BENILDA,316,212,528
DAMARY,162,364,526
LEDA,491,33,524
ERIBERTO,207,316,523
ROLDAN,201,321,522
EUCEBIA,314,208,522
EDWARD,408,114,522
KAROL,488,33,521
HERMENEGILDO,401,119,520
SENIA,503,16,519
EMPERATRIZ,87,431,518
RUBI,178,340,518
BALBINO,367,151,518
PRICILA,324,193,517
EMETERIO,369,148,517
PAULO,380,137,517
RUTILIA,276,240,516
HELEN,472,44,516
SENOVIA,248,267,515
ORESTILA,141,373,514
BALTAZAR,294,220,514
ELSI,459,55,514
NATANAEL,283,229,512
JACKELIN,44,467,511
SOBEIDA,193,317,510
BUENAVENTURA,420,90,510
ILIANA,275,234,509
EFIGENIA,281,228,509
AMBROCIO,357,151,508
HEBER,484,24,508
JERONIMA,354,152,506
PIEDAD,215,289,504
BONIFACIA,318,185,503
AQUILINA,319,184,503
TORIBIA,336,165,501
ODILIO,209,291,500
PROSPERO,415,84,499
GINA,494,5,499
ILSA,453,44,497
ABAD,82,414,496
PLUTARCO,332,163,495
VIVIAN,422,73,495
NADIA,489,6,495
CLEOFE,134,359,493
NAZARIO,358,134,492
JEANNETTE,70,421,491
CEFERINA,323,168,491
ALBINO,214,275,489
ESTEBANA,262,227,489
JEANNETH,32,455,487
SERAFIN,363,123,486
NELSY,437,48,485
BLACINA,206,278,484
SECUNDINA,299,185,484
IBETH,39,444,483
BERTILIO,332,151,483
ELPIDIO,108,371,479
ANIVAL,117,362,479
DARLIN,451,28,479
SAIRA,469,9,478
PANTALEON,354,123,477
KEVIN,425,52,477
IRRAEL,184,291,475
ISMELDA,228,246,474
INDIRA,296,178,474
ANCELMO,321,153,474
ADALY,83,389,472
CARINA,113,359,472
EMERITO,265,207,472
TEODULO,390,81,471
HERMAN,403,68,471
DE LA ROSA,0,470,470
GERONIMO,322,146,468
JONY,433,35,468
MARINO,209,258,467
ERMINIA,263,204,467
CORONADO,324,143,467
ATANACIO,338,129,467
LIZET,10,456,466
SALVADORA,260,205,465
INDALECIO,272,193,465
EDUARDA,310,154,464
ENEMECIO,328,136,464
VALESKA,73,390,463
JERSON,443,20,463
JAQUELIN,35,425,460
MERLYN,437,23,460
AROLDO,112,346,458
PAMELA,164,294,458
RUBIA,278,180,458
CANDELARIO,347,110,457
ELADIA,228,228,456
HELIODORO,248,208,456
SILVESTRE,271,185,456
TIMOTEA,296,160,456
FREDESVINDA,335,121,456
JONATAN,196,259,455
BRUNO,347,108,455
DEL TRANCITO,0,454,454
YANINA,99,355,454
ULICES,135,319,454
RENATO,162,292,454
JOSELINA,229,225,454
CIRIACA,318,136,454
EFREN,185,268,453
MARIVEL,100,352,452
LEDIS,413,39,452
PRUDENCIA,325,126,451
NECTALY,155,295,450
BERONICA,178,272,450
ANSELMA,282,168,450
CELSA,323,126,449
EPIFANIO,308,140,448
IZABEL,76,371,447
GERARDINA,93,354,447
DANUBIA,151,295,446
ARNOL,336,110,446
GLADIZ,361,85,446
SERAPIO,351,93,444
JANNETTE,39,404,443
ASCENCION,236,207,443
CASIMIRO,330,111,441
PERLA,431,10,441
MARLYN,404,36,440
FABIOLA,120,318,438
URBANO,239,199,438
LADISLAO,284,153,437
WILLIAMS,334,103,437
EDAS,390,47,437
ROBERTINA,135,301,436
OSVALDO,159,277,436
FELICITAS,309,127,436
LESBY,421,15,436
MIGDONIO,191,244,435
BELARMINO,272,163,435
RAYMUNDO,317,118,435
LEOCADIA,289,145,434
SOTERO,324,110,434
ONORIA,165,266,431
ROBERTA,242,189,431
CLARIBEL,92,338,430
BIENVENIDA,306,123,429
ARCANGEL,29,398,427
UBENCE,214,213,427
DESIDERIO,325,102,427
OQUELI,54,372,426
ENOC,143,283,426
URSULA,229,196,425
DEMETRIA,252,173,425
REMIGIO,274,151,425
EMIGDIO,200,224,424
BENICIA,250,174,424
SILVIO,350,74,424
HONORIA,174,249,423
ISAUL,194,229,423
AYDEE,125,297,422
DELIO,309,113,422
EULOGIA,243,178,421
HIPOLITA,288,133,421
MIRZA,397,24,421
DIAMANTINA,172,248,420
REGINALDO,290,130,420
DEL PILAR,0,419,419
YENNY,413,6,419
LISBETH,93,325,418
JHONY,390,28,418
SULAY,58,359,417
ROSALBA,331,86,417
EUSTAQUIO,307,108,415
BAYARDO,122,292,414
CLEOFES,128,286,414
JONNY,389,25,414
ESPECTACION,168,245,413
EPIFANIA,232,181,413
ANTOLINA,240,173,413
GEREMIAS,243,170,413
EBER,392,21,413
CELIN,216,194,410
ESTEFANIA,237,173,410
NOLBIA,379,30,409
ADILIO,144,264,408
CALIXTA,294,114,408
SILVANO,298,110,408
ESLY,371,37,408
EDWYN,402,6,408
NORIS,353,54,407
APOLINARIA,291,115,406
CASTULO,328,78,406
DELSY,377,29,406
ELMA,377,29,406
FERNANDA,214,189,403
BELLA,338,65,403
MARLA,394,9,403
LICET,12,390,402
NELI,275,127,402
ILDEFONSO,306,96,402
ERICKA,389,13,402
EBLIN,374,27,401
DEBORA,324,76,400
ELBIN,378,21,399
JAKELINE,46,352,398
CELEA,278,120,398
JESSY,385,13,398
HEIDY,392,6,398
JANETTE,42,355,397
REYNERIO,182,215,397
WUILMER,367,30,397
ZENAIDA,173,223,396
BENERANDA,200,196,396
ADALINDA,268,124,392
ARCENIO,197,193,390
MARCIANO,284,106,390
ESTHELA,95,294,389
ODALMA,152,237,389
ELIAZAR,179,210,389
MARIS,342,47,389
MELISA,93,295,388
CRESCENCIO,291,97,388
WENCESLAO,302,86,388
CASTA,339,49,388
ESMELIN,178,209,387
CARMELO,267,120,387
VICTORIANA,300,87,387
MANFREDO,138,246,384
RUMILDA,233,151,384
ELOINA,112,271,383
ARCENIA,204,179,383
MELECIO,285,98,383
ZULMA,377,6,383
EVARISTA,227,155,382
CHRISTIAN,353,29,382
ROMEL,324,57,381
EDWAR,359,21,380
ALEJANDRINO,260,119,379
JEANETTE,50,328,378
GLENIS,351,27,378
AQUILES,123,254,377
BAYRON,363,14,377
BERTIN,249,127,376
ALBERTA,185,190,375
DANNY,347,28,375
GIOVANY,41,333,374
LAUREANO,300,73,373
MANRIQUE,76,296,372
ASENCION,184,188,372
YONIS,326,46,372
IMELDA,169,202,371
VALERIANO,264,107,371
KELVIN,347,24,371
DINORAH,119,249,368
HIGINIA,211,157,368
PETRONILO,291,77,368
RONALDO,167,200,367
FAVIO,305,62,367
SINIA,356,11,367
DE MARIA,0,366,366
ELOY,165,201,366
VICITACION,222,144,366
AUDELIA,177,188,365
ERUNDINA,186,179,365
CORONADA,212,153,365
ROSALI,272,93,365
ROBERT,273,92,365
SAIDA,353,12,365
VENERANDA,181,183,364
FREDDY,336,28,364
ALEXANDRA,112,250,362
MONICO,301,60,361
VITALINA,200,160,360
RITO,274,86,360
FULGENCIO,286,74,360
EBERTO,117,242,359
CELESTE,131,228,359
MICAELA,204,155,359
DONATILO,274,85,359
SORAYA,128,230,358
ELICEO,231,126,357
GILDA,330,26,356
RITZA,345,11,356
ATILIO,164,191,355
JIMY,344,11,355
KEYLA,351,4,355
MERARI,130,224,354
CRISTHIAN,338,16,354
MIRTILA,179,174,353
BENICIO,155,197,352
HERMOGENES,183,169,352
DE LOURDES,0,350,350
SIXTA,242,108,350
VENANCIA,253,97,350
AURELIANO,276,74,350
DEISI,289,61,350
MERCY,326,24,350
TONY,328,22,350
RENIERI,67,282,349
PABLA,279,70,349
ANDY,319,30,349
ERMINDA,148,200,348
EMERSON,261,86,347
WIL,315,32,347
SAYRA,344,1,345
AVELINO,71,273,344
RICHARD,258,86,344
CELVIN,333,11,344
LEDY,313,30,343
ELIUD,106,236,342
AYDE,109,233,342
ISMENIA,154,188,342
DIOMEDES,190,151,341
SANDY,330,10,340
SALATIEL,159,180,339
NICOMEDES,206,133,339
NORBERTA,234,105,339
ARMINDA,166,172,338
FLAVIA,307,31,338
ZENIA,327,11,338
JULIETA,149,188,337
PERFECTA,201,136,337
ARMIDA,134,202,336
VIVIANA,154,181,335
MILDRED,292,42,334
ELIODORO,184,149,333
JANET,56,275,331
ISAC,126,205,331
CRECENCIO,257,74,331
MARLENIS,104,226,330
ELIEZER,136,193,329
INOCENCIO,215,114,329
JOHNNY,311,18,329
ENNA,318,11,329
KATY,325,4,329
ADELFA,178,149,327
NIXON,280,47,327
PAUL,143,183,326
MELITINA,154,172,326
ROMUALDO,255,71,326
SERVANDO,236,88,324
DENYS,306,18,324
IBAN,61,262,323
CRESENCIA,194,129,323
ELBIA,265,58,323
DILSIA,302,21,323
ALDO,309,14,323
VLADIMIR,66,256,322
EVENOR,96,226,322
GODOFREDO,240,82,322
JOVANNY,38,283,321
ARLES,256,65,321
ORFA,306,15,321
GIOVANNI,70,250,320
MAX,271,49,320
CENIA,313,7,320
ESTRELLA,89,230,319
MARTIRES,200,119,319
MIRELLA,70,248,318
JOHEL,114,204,318
EDUVINA,142,176,318
TEODULA,234,84,318
PLACIDA,237,81,318
EDI,288,30,318
JOHNY,294,24,318
YENIS,307,11,318
SADY,158,159,317
GRACIA,167,150,317
EMILIANA,193,124,317
ERIS,280,37,317
ERWIN,295,20,315
SINDY,310,5,315
MICHELLE,89,225,314
BRISELDA,172,141,313
VALERIA,186,127,313
LETY,267,46,313
ELEODORO,187,125,312
FACUNDO,214,97,311
LUIZ,228,83,311
ISBELA,108,202,310
JOVEL,118,192,310
NEREYDA,121,189,310
LYDIA,145,165,310
OLBIN,297,13,310
JANETT,42,267,309
EDIT,182,127,309
AIDEE,97,211,308
BERSABE,163,144,307
TRANQUILINO,236,71,307
JUVENAL,150,156,306
MAURICIA,199,107,306
MARILIN,78,226,304
ROSSANA,144,160,304
RUPERTA,174,130,304
FROYLAN,186,118,304
HERIBERTA,186,118,304
MARCIANA,229,75,304
ABNER,244,60,304
ROCIO,132,171,303
LEVI,156,147,303
KEILA,296,7,303
APARICIO,135,167,302
ESTEFANA,169,133,302
YOHANNA,82,219,301
SAMIR,94,206,300
CLEMENTINO,260,40,300
ORBELINDA,128,171,299
ANTOLIN,190,109,299
KATIA,296,3,299
HAYDE,98,199,297
NEHEMIAS,175,122,297
BELIA,213,84,297
RONNY,288,8,296
ELODIA,163,131,294
LEYDA,268,26,294
MAGALY,48,245,293
SEGUNDA,160,133,293
BEATRIS,92,199,291
REY,198,93,291
DANIS,266,25,291
ELEONORA,85,205,290
DILENIA,96,194,290
ADIN,123,167,290
OVIDIA,158,132,290
MARIZOL,28,260,288
FELICIDAD,172,116,288
NORLAN,268,20,288
XENIA,280,8,288
NICOLAZA,166,121,287
VALERIO,183,104,287
ALDA,279,8,287
HEBERTO,95,191,286
ROGELIA,181,105,286
LEANDRA,227,59,286
REINALDA,181,104,285
JOHAN,116,168,284
RUMALDO,159,125,284
LEODAN,77,206,283
MARTINIANO,226,57,283
DEYSY,239,44,283
ERMES,246,37,283
FRANCIA,249,34,283
MIRTHA,270,13,283
MARILYN,110,172,282
PRAXEDES,147,135,282
RUBY,160,122,282
ARLEN,257,25,282
TOBIAS,165,116,281
CAYETANA,176,105,281
ROMMEL,245,36,281
CRISTELA,99,180,279
CINTHYA,277,2,279
JUDIT,53,225,278
GUALBERTO,125,152,277
ONOFRE,147,130,277
LIZETT,12,264,276
OSTILIO,64,212,276
UBALDINA,92,184,276
ALIX,244,32,276
DELMIN,255,21,276
JAMES,185,90,275
ANCELMA,153,121,274
CIPRIANA,194,80,274
YAKELIN,16,257,273
NICANOR,122,151,273
LIDIO,169,104,273
MEDARDA,169,104,273
DIGNO,186,87,273
ANACLETA,192,80,272
OCTAVIANO,195,77,272
FLAVIO,228,44,272
LURBIN,259,13,272
YANETT,18,253,271
IDALMA,54,217,271
CRISTELIA,99,172,271
FELICIA,141,130,271
BIBIAN,189,82,271
YORLENY,83,187,270
ADELSO,139,131,270
LEE,42,227,269
ROSENDA,171,98,269
RAYMUNDA,174,95,269
CELEDONIO,194,75,269
JONAS,154,114,268
NAZARIA,180,88,268
EGLA,257,11,268
KELIN,260,8,268
REINEL,99,168,267
ENEYDA,127,139,266
AQUILEO,174,92,266
EDVIN,255,11,266
YAQUELINE,17,248,265
ELIN,237,28,265
NAIN,79,185,264
DIOGENES,215,49,264
MARI,235,29,264
NOLVIN,245,19,264
MARBYN,254,10,264
REINIERY,56,207,263
GABINA,170,93,263
ALIDA,207,56,263
GRISEL,32,230,262
LEONCIA,185,77,262
TIBURCIA,190,72,262
BETHY,211,51,262
NURIA,252,10,262
INEZ,71,190,261
DE LOS REYES,0,259,259
MILADY,89,170,259
PLACIDO,202,57,259
ELIU,95,163,258
ORVELINA,104,154,258
WILLIAN,227,31,258
RUDIS,229,29,258
SANDRO,229,29,258
LICIDA,142,115,257
ETHEL,169,88,257
SAID,82,174,256
EBELIO,103,153,256
DONAY,58,197,255
EMILSON,70,185,255
SELIN,129,126,255
YUNIOR,208,47,255
AGUINALDO,56,198,254
DONILA,158,96,254
RONI,239,15,254
NOLASCO,32,221,253
EDICTA,135,118,253
MARILIA,88,164,252
IVANIA,117,135,252
BRAULIA,179,73,252
LURVIN,239,13,252
NORMANDINA,131,120,251
ROMANA,153,98,251
JOHN,212,39,251
MARIEL,48,202,250
NEFTALY,116,134,250
DELCY,228,22,250
SIRIA,234,16,250
CLORINDA,151,98,249
ZENON,173,76,249
ELIS,206,43,249
ROMEO,102,146,248
AMBROSIO,158,90,248
LEYDI,229,19,248
HERMENEGILDA,178,69,247
JACQUELIN,27,219,246
NOHEL,52,194,246
JACOB,117,129,246
TEODOSIA,183,63,246
MERLY,228,18,246
EDUAR,232,14,246
BELKY,239,7,246
ASDRUBAL,61,184,245
IVON,71,174,245
OBIDIO,108,137,245
BRICELDA,111,134,245
NOLBERTA,144,101,245
ROSANA,130,113,243
LIA,137,106,243
JENNIFER,205,38,243
DORIAN,232,11,243
ELVIR,80,162,242
YESSY,240,2,242
ENEIDA,95,146,241
CORDELIA,120,121,241
ASTRID,202,39,241
YIMY,235,6,241
YASMINA,71,169,240
BAUDILIA,157,83,240
SUNILDA,92,147,239
ORTENCIA,96,143,239
GERTRUDIZ,123,116,239
RUBERMAN,169,70,239
AARON,108,130,238
DAMASO,162,76,238
RUT,166,72,238
NELVIN,219,19,238
ROSSEL,221,17,238
AUDELINA,89,148,237
AGRIPINO,138,99,237
SEFERINO,163,74,237
EDULFO,97,139,236
WILL,214,22,236
OLVAN,216,20,236
JASMIN,74,161,235
PORFIRIA,159,76,235
SUSAN,209,26,235
ENELDA,102,132,234
HERALDO,102,132,234
SELENIA,82,151,233
JOSEPH,114,118,232
ADOLFINA,136,96,232
CINTIA,232,0,232
BETINA,64,167,231
MIGUELINA,119,112,231
TEODOSA,156,75,231
ELIZA,80,150,230
ERLINDO,110,120,230
NECTALIA,117,113,230
ATANACIA,163,67,230
ALIS,203,27,230
DUGLAS,204,26,230
JESENIA,66,163,229
NAVIDAD,93,136,229
MENELIO,114,115,229
YIMI,218,11,229
EDDA,221,8,229
HELIBERTO,109,119,228
FRANCO,160,68,228
EDYS,209,19,228
ANN,11,216,227
GICELA,46,181,227
VIOLETA,76,151,227
SENAIDA,85,142,227
EXPECTACION,101,126,227
OLEGARIO,115,112,227
ALINA,139,88,227
VIDALDINA,150,77,227
LIBERATO,155,72,227
LENIS,207,20,227
ISAEL,94,132,226
AURISTELA,108,118,226
PRISILA,135,91,226
ILMA,183,43,226
EUSTAQUIA,126,99,225
EDER,209,16,225
LIZBETH,48,176,224
MERCEDEZ,105,119,224
BIENVENIDO,123,101,224
LUCINA,138,86,224
MARDOQUEO,167,57,224
JHONNY,207,17,224
ENIL,214,10,224
ETELBINA,89,134,223
KARIN,192,31,223
EMIL,196,27,223
CYNTHIA,219,4,223
MILVIA,217,5,222
LISET,6,215,221
LEOVIGILDO,151,70,221
ALI,76,144,220
ARLIN,199,21,220
HELMER,199,21,220
ROSELY,49,170,219
NOHE,79,140,219
ENMANUEL,88,131,219
BIBIANA,130,89,219
HERCILIA,132,87,219
ROSEL,195,24,219
DAYANARA,32,186,218
MARILY,48,170,218
MELINA,48,170,218
OSBALDO,100,118,218
DANIELA,102,116,218
ENRRIQUETA,104,114,218
SOTERA,137,81,218
CESARIO,149,69,218
CASTO,177,41,218
IRACEMA,52,165,217
HAROLD,184,33,217
YASENIA,47,169,216
LARISSA,66,150,216
CONSTANCIA,108,108,216
ESCOLASTICA,116,100,216
ENEMECIA,127,89,216
HELEODORO,130,86,216
JUVENCIO,159,57,216
RUBILIO,67,148,215
LENY,186,29,215
LOIDA,192,23,215
FRANCKLIN,202,13,215
ERCELY,72,142,214
ALEJO,103,111,214
NASARIO,146,68,214
MELITON,159,55,214
LUCIDALIA,181,33,214
DELMYS,192,22,214
VANESA,32,181,213
ELIGIA,99,114,213
ROSELIA,142,71,213
LILIBETH,27,185,212
GISELLE,59,153,212
DORINA,65,147,212
SILVINA,112,100,212
CRESCENCIA,153,59,212
GUILLERMA,159,53,212
NURY,206,6,212
HEYDI,209,3,212
SARAY,37,174,211
RODULIO,111,100,211
SELMA,200,10,210
JANINA,52,157,209
ERALDO,68,141,209
RENEE,94,115,209
ELENO,124,85,209
MACLOVIA,130,79,209
MERIDA,164,45,209
BELQUIS,185,24,209
LEIDY,198,11,209
NILSON,178,30,208
MIRSA,190,18,208
ONIL,78,128,206
MARIA DE JESUS,103,103,206
ARSENIO,118,88,206
DELIS,121,85,206
VINICIO,23,182,205
TERESA DE JESUS,29,176,205
ERENIA,91,114,205
ILSE,190,15,205
TULIA,79,125,204
EUDORO,82,122,204
DAYSY,185,19,204
SINTIA,203,1,204
ANDONY,23,180,203
GLORIBEL,44,159,203
MARBELLA,60,143,203
ANABELL,74,129,203
ESTANISLADA,118,85,203
SUSY,195,8,203
SUANY,198,5,203
YACKELIN,17,185,202
ENECON,104,98,202
MERIS,127,75,202
NORMANDO,77,123,200
BALVINA,130,70,200
CATARINA,155,45,200
WILBER,184,16,200
EDGARD,185,15,200
IRASEMA,36,163,199
MARIE,40,159,199
ROBIN,174,25,199
WILIAN,176,23,199
GAMALIEL,65,133,198
ROMELIO,118,80,198
LEONSO,164,34,198
MELVIS,173,25,198
ENEDINA,71,126,197
EDENIA,94,103,197
ESMELDA,96,101,197
CRISANTO,134,63,197
SERVELIO,152,45,197
GREVIL,164,33,197
HOSTILIO,29,167,196
TATIANA,89,107,196
NEPTALIA,101,95,196
LUS,104,92,196
ADELIA,106,90,196
ANTONINA,125,71,196
EUSTACIO,136,60,196
JENNIE,190,6,196
TIRZA,190,6,196
YANORY,39,156,195
ARQUIMIDES,57,138,195
CONRRADO,95,100,195
LINETH,20,174,194
GISSEL,28,166,194
ENID,73,121,194
DIXIANA,81,113,194
ANANIAS,111,83,194
CRECENCIA,122,72,194
GERONIMA,124,70,194
OSEAS,124,70,194
NELIN,146,48,194
FRANK,147,47,194
LIANA,183,11,194
LIZZETT,10,183,193
MARLEM,71,122,193
DAYANA,72,121,193
SENAYDA,76,117,193
MAGNO,110,83,193
PANFILO,163,30,193
SERVIO,179,14,193
WUENDY,193,0,193
ELINA,57,135,192
BOANERGES,81,111,192
DANILA,113,79,192
EUFEMIO,135,57,192
JUANITA,143,49,192
DINIA,184,8,192
CINDY,189,3,192
JAKELIN,16,175,191
JAZMIN,42,149,191
URIEL,65,126,191
YAHAIRA,72,119,191
OVED,79,112,191
CASIMIRA,121,70,191
ILEANA,128,63,191
ORFILIO,84,106,190
DONALD,138,52,190
CARMELINDA,150,40,190
NERYS,150,40,190
LUDIN,161,29,190
FRANCY,172,18,190
HERLIN,178,12,190
ANY,185,5,190
MAGALI,30,159,189
ALBERT,115,74,189
OCTAVILA,123,66,189
NELSI,160,28,188
NELVA,161,27,188
MAINOR,169,19,188
JESICA,181,7,188
MYRNA,182,6,188
ZAIDA,187,1,188
MICHAEL,87,100,187
SANTIAGA,96,91,187
OLAYO,116,71,187
WUILFREDO,139,48,187
LEDYS,171,16,187
LISSETTE,9,177,186
ELOIDINA,39,147,186
ROSSIBEL,49,137,186
YANUARIO,55,131,186
EVELINA,64,122,186
SIPRIANO,127,59,186
YURI,175,11,186
ODILY,36,149,185
AGAPITA,94,91,185
DIDIER,131,54,185
WUALTER,166,19,185
HENRI,171,14,185
BAIRON,175,10,185
MILGIAN,175,10,185
DARVIN,177,8,185
SUGEY,25,159,184
CELEDONIA,92,92,184
ERODITA,98,86,184
RANULFO,106,77,183
DONAL,166,17,183
GRACIBEL,41,141,182
AMBROCIA,118,64,182
WILLIANS,144,38,182
IBIS,160,22,182
ERIN,174,8,182
CAREN,178,4,182
DAMARI,62,119,181
ONILDA,81,100,181
CORALIA,94,87,181
GEORGE,134,47,181
MARIETA,67,113,180
EMANUEL,72,108,180
IRAEL,72,108,180
ISAURO,113,67,180
BRUNA,123,57,180
ADONY,33,146,179
YULISSA,33,146,179
REYNEL,54,125,179
GLENDY,177,2,179
ELETICIA,60,118,178
DOMICILA,71,107,178
LEOPOLDINA,104,74,178
REINO,123,55,178
NIVIDA,158,20,178
FILANDER,35,142,177
ODILI,35,142,177
EMELINDA,80,97,177
EDEN,89,88,177
IRINA,96,81,177
MANUEL DE JESUS,101,76,177
FACUNDA,110,67,177
ATILIANO,127,50,177
BETIS,134,43,177
YINA,175,2,177
ALDUVIN,43,133,176
DESIDERIA,111,65,176
REYMUNDO,120,56,176
IRVIN,169,7,176
PRIMITIVA,82,93,175
HILDEBRANDO,103,72,175
URSULO,129,46,175
YESIKA,171,4,175
ODETH,25,149,174
ISMARY,75,99,174
NILO,79,95,174
ANNA,164,10,174
YESY,167,7,174
NAHIN,37,136,173
GERARDA,104,69,173
LUDIS,155,18,173
DANIRA,62,110,172
DENNYS,167,5,172
HENRIQUE,24,147,171
ELEDINA,42,129,171
ELECTERIO,103,68,171
ROBER,139,32,171
HARRY,146,25,171
DARLING,160,11,171
LISSET,10,160,170
EVANGELISTO,47,123,170
LAVINIA,61,109,170
ADONIAS,85,85,170
ELIANA,93,77,170
RUMUALDO,107,63,170
BUENA,170,0,170
DANELY,27,142,169
YUDITH,34,135,169
ANTONY,44,125,169
MAGDIEL,64,105,169
TEODOSIO,134,35,169
ERMIN,154,15,169
BELKYS,164,5,169
ARACELIA,78,90,168
ALCIRA,79,89,168
UVALDO,94,74,168
CASTORINA,97,71,168
ALEXA,107,61,168
ALVIN,144,24,168
KELLY,151,17,168
OTTO,154,14,168
CONZUELO,51,116,167
MELCHOR,93,74,167
BETI,127,40,167
ELDIN,149,18,167
BORIS,152,15,167
ASUSENA,15,151,166
VIANEY,25,141,166
ESTENIA,64,102,166
EMETERIA,100,66,166
TELESFORO,128,38,166
ANUAR,132,34,166
HERMINDA,79,86,165
LILLIAN,134,31,165
LEIDA,139,26,165
BALVINO,111,53,164
ESCOLASTICO,131,33,164
ROSY,155,9,164
LOYDA,159,5,164
DAMIANA,97,66,163
SIMION,119,44,163
NERIN,131,32,163
THOMAS,100,62,162
SINFOROSA,109,53,162
ROSMERI,62,99,161
ABIMAEL,66,95,161
ASTERIO,79,82,161
EDELMA,97,64,161
SERAPIA,100,61,161
NELIA,112,49,161
LAUREANA,119,42,161
JERMAN,135,26,161
YARITZA,48,112,160
FELINA,77,83,160
VIRGEN,82,78,160
AMELIDA,98,62,160
SIDIA,139,21,160
INDALECIA,83,76,159
FAVIAN,84,75,159
FABIANA,111,48,159
TADEO,54,104,158
ARGELIO,56,102,158
MARILUZ,67,91,158
ADELAYDA,78,80,158
ELIZANDRO,89,69,158
WILTON,135,23,158
CLELIA,146,12,158
VALERIANA,84,73,157
BENANCIO,111,46,157
DELSI,135,22,157
JAYME,144,13,157
SHIRLEY,148,9,157
NAZARETH,10,146,156
GRICEL,14,142,156
JANE,88,68,156
EULOFIO,103,53,156
ANALIA,105,51,156
MARLY,138,18,156
LICIA,22,133,155
EMILDA,90,65,155
ERNESTOR,93,62,155
MAMERTO,100,55,155
MELIZA,29,125,154
ARCIDES,43,111,154
DENISSE,60,94,154
ORACIO,80,74,154
CARMINDO,84,70,154
FIDENCIA,96,58,154
LIDA,121,33,154
LEA,131,23,154
MAUDA,149,5,154
JULISA,32,121,153
BELEN,37,116,153
EULOFIA,74,79,153
DILIO,88,65,153
FULGENCIA,93,60,153
UVENCE,94,59,153
ANTOLINO,97,56,153
SILAS,132,21,153
RONMEL,139,14,153
SELBIN,144,9,153
MARISSA,62,90,152
ASISCLO,101,51,152
DELFA,104,48,152
EDILIO,53,98,151
ENOE,71,80,151
LEONELA,78,73,151
CUPERTINA,82,69,151
SERAFINA,98,53,151
SIMEONA,99,52,151
RONIS,141,10,151
DELVIN,144,7,151
JAIR,34,116,150
ROBILIO,40,110,150
ARELIS,67,83,150
CLARO,82,68,150
LEONILDA,90,60,150
ADINA,91,59,150
PLINIO,94,56,150
BESSI,119,31,150
MARBELY,26,123,149
AVELINA,69,80,149
CLARISSA,49,99,148
SAMIRA,51,97,148
HORTENSIA,59,89,148
ANDREZ,83,65,148
CANTALICIO,83,65,148
CLETO,93,55,148
MATEA,98,50,148
NEMECIO,106,42,148
LAURO,123,25,148
ELMAN,129,19,148
AUDELY,22,125,147
ERCELI,60,87,147
OLIVER,89,58,147
CHARLES,122,25,147
